wlout,366,1,tg34,tr11,false,2621,7422,1606484824484
wlout,366,2,ty42,ry33,false,1219,3456,1606484827943
wlout,366,3,cr23,sg22,false,930,6236,1606484834180
wlout,366,4,rr24,ry33,false,4243,8122,1606484842304
wlout,366,5,cg31,ry33,false,1889,3609,1606484845915
wlout,366,6,rr42,tr11,false,1711,3418,1606484849335
wlout,366,7,sy14,sg22,false,1229,2957,1606484852293
wlout,366,8,sy41,sg22,false,797,2088,1606484854382
wlout,366,9,cr32,ry33,false,2318,4145,1606484858529
wlout,366,10,cy12,cb44,false,4040,24179,1606484882709
wlout,366,11,rb12,ry33,false,2079,4866,1606484887576
wlout,366,12,sr34,ry33,false,819,2808,1606484890386
wlout,366,13,rb21,cb44,false,1109,2777,1606484893164
wlout,366,14,rg41,tr11,true,1519,4646,1606484897811
wlout,366,15,rg14,cb44,true,1110,3349,1606484901161
wlout,366,16,sb13,cb44,false,1406,3508,1606484904670
wlout,366,17,ty24,sg22,false,4665,8837,1606484913508
wlout,366,18,cy21,tr11,true,1025,10495,1606484924004
wlout,366,19,sr43,sg22,false,4124,8358,1606484932363
wlout,366,20,sb31,sg22,false,1185,3955,1606484936320
wlout,366,21,cg13,ry33,true,2936,4649,1606484940970
wlout,366,22,tb32,tr11,false,3700,6041,1606484947012
wlout,366,23,tg43,tr11,false,917,2826,1606484949839
wlout,366,24,sr34,cb44,true,2029,4369,1606484954209
wlout,366,25,rg41,ry33,false,1219,11478,1606484965689
wlout,366,26,tg43,ry33,true,1031,2560,1606484968251
wlout,366,27,sb13,ry33,true,4236,9715,1606484977968
wlout,366,28,rr24,cb44,true,3211,6520,1606484984490
wlout,366,29,rb21,tr11,true,2486,9286,1606484993777
wlout,366,30,sy41,sg22,false,2751,6161,1606484999940
wlout,366,31,tb32,sg22,true,2510,4677,1606485004618
wlout,366,32,cy12,sg22,true,2737,4247,1606485008867
wlout,366,33,cr32,sg22,true,3391,5270,1606485014138
wlout,366,34,rb12,sg22,true,6190,7838,1606485021977
wlout,366,35,cg13,ry33,true,5000,6970,1606485028949
wlout,366,36,tg34,cb44,true,6950,8289,1606485037239
wlout,366,37,ty24,cb44,true,2898,5697,1606485042938
wlout,366,38,tb23,ry33,true,4992,6712,1606485049651
wlout,366,39,rg14,cb44,true,2930,4139,1606485053791
wlout,366,40,sb31,tr11,true,5129,6540,1606485060332
wlout,366,41,ty42,sg22,true,2877,4470,1606485064803
wlout,366,42,sy14,cb44,true,1348,3549,1606485068353
wlout,366,43,sr43,ry33,true,1771,4119,1606485072473
wlout,366,44,rr42,sg22,true,2918,4469,1606485076944
wlout,366,45,cy21,tr11,true,1380,8118,1606485085063
wlout,366,46,cr23,ry33,true,2260,4097,1606485089161
wlout,366,47,sr34,cb44,true,4298,5849,1606485095012
wlout,366,48,rg41,tr11,true,4982,7229,1606485102241
