wnola,748,1,cr23,tr11,true,1694,18911,1613141789122
wnola,748,2,cy21,sg22,true,874,2960,1613141792084
wnola,748,3,cy12,tr11,false,636,1802,1613141793887
wnola,748,4,rb12,ry33,false,685,2107,1613141795995
wnola,748,5,cg31,ry33,false,598,1895,1613141797891
wnola,748,6,rr24,sg22,true,436,1809,1613141799701
wnola,748,7,ty42,cb44,false,745,1953,1613141801655
wnola,748,8,sy14,tr11,false,627,2231,1613141803887
wnola,748,9,ty24,sg22,false,630,1719,1613141805607
wnola,748,10,tb23,cb44,false,635,1787,1613141807396
wnola,748,11,sb31,ry33,true,689,1753,1613141809149
wnola,748,12,rr42,cb44,true,661,1621,1613141810771
wnola,748,13,rb21,sg22,false,609,1647,1613141812419
wnola,748,14,rg41,cb44,false,700,1557,1613141813978
wnola,748,15,cr32,ry33,true,523,1454,1613141815433
wnola,748,16,sb13,tr11,false,619,1595,1613141817029
wnola,748,17,sy41,cb44,false,826,1757,1613141818786
wnola,748,18,tg43,cb44,false,830,1920,1613141820707
wnola,748,19,tb32,ry33,true,476,1453,1613141822161
wnola,748,20,sr43,cb44,true,447,1462,1613141823625
wnola,748,21,rg14,tr11,true,420,1340,1613141824965
wnola,748,22,sr34,ry33,false,800,1727,1613141826693
wnola,748,23,tg34,ry33,true,504,1687,1613141828382
wnola,748,24,rb12,tr11,false,629,1357,1613141829739
wnola,748,25,sb13,tr11,true,566,2119,1613141831859
wnola,748,26,rr42,cb44,false,523,1472,1613141833333
wnola,748,27,tg43,cb44,false,746,1906,1613141835239
wnola,748,28,ty42,cb44,true,477,1313,1613141836554
wnola,748,29,tb23,sg22,false,1079,4002,1613141840556
wnola,748,30,tb32,ry33,false,559,1489,1613141842046
wnola,748,31,sb31,ry33,true,622,1369,1613141843417
wnola,748,32,rb21,sg22,false,435,2461,1613141845879
wnola,748,33,cg31,ry33,false,1707,2490,1613141848369
wnola,748,34,rr24,sg22,true,617,1691,1613141850061
wnola,748,35,cy12,tr11,false,577,1424,1613141851487
wnola,748,36,sr34,ry33,false,579,1735,1613141853223
wnola,748,37,cg13,tr11,true,464,1418,1613141854641
wnola,748,38,tg34,ry33,false,718,1674,1613141856316
wnola,748,39,sy14,tr11,false,437,1314,1613141857631
wnola,748,40,rg41,cb44,true,615,1644,1613141859275
wnola,748,41,cr23,sg22,false,490,1341,1613141860617
wnola,748,42,rg14,tr11,false,605,1465,1613141862083
wnola,748,43,ty24,sg22,false,636,1562,1613141863645
wnola,748,44,sy41,cb44,true,510,1309,1613141864955
wnola,748,45,sr43,cb44,false,542,1417,1613141866373
wnola,748,46,cy21,sg22,true,583,1398,1613141867771
wnola,748,47,tb23,sg22,false,717,1489,1613141869261
wnola,748,48,cg13,tr11,false,467,1266,1613141870527
wnola,748,49,tg43,cb44,false,641,1858,1613141872385
wnola,748,50,cr32,ry33,false,744,1518,1613141873903
wnola,748,51,cy12,tr11,false,389,2328,1613141876232
wnola,748,52,ty24,sg22,false,1002,2095,1613141878328
wnola,748,53,cy21,cb44,false,1010,2392,1613141880721
wnola,748,54,rr42,cb44,false,665,1402,1613141882124
wnola,748,55,cr23,sg22,false,358,3059,1613141885184
wnola,748,56,rb12,tr11,false,626,1567,1613141886752
wnola,748,57,rg14,tr11,true,940,1848,1613141888601
wnola,748,58,sy41,cb44,false,681,3705,1613141892307
wnola,748,59,cg31,ry33,true,643,2561,1613141894869
wnola,748,60,sr34,ry33,false,1102,2859,1613141897729
wnola,748,61,rr24,sg22,false,1291,2393,1613141900123
wnola,748,62,sr43,cb44,false,483,1569,1613141901693
wnola,748,63,rg41,cb44,false,699,3949,1613141905643
wnola,748,64,ty42,cb44,true,544,1743,1613141907387
wnola,748,65,sb31,ry33,false,757,2028,1613141909416
wnola,748,66,rb21,ry33,false,573,3316,1613141912733
wnola,748,67,tg34,ry33,true,522,1481,1613141914215
wnola,748,68,tb32,ry33,false,711,2439,1613141916655
wnola,748,69,sb13,tr11,true,1265,2419,1613141919075
wnola,748,70,rg14,sg22,true,438,1855,1613141920931
wnola,748,71,rr42,cb44,false,573,2485,1613141923417
wnola,748,72,sy41,ry33,false,562,1571,1613141924989
wnola,748,73,sr34,ry33,false,1266,2121,1613141927111
wnola,748,74,tg43,cb44,false,677,1724,1613141928837
wnola,748,75,ty24,sg22,false,493,1338,1613141930177
wnola,748,76,cg31,ry33,false,637,1702,1613141931881
wnola,748,77,cy12,tr11,true,666,1861,1613141933742
wnola,748,78,tg34,ry33,false,750,2439,1613141936182
wnola,748,79,sr43,cb44,false,702,1750,1613141937933
wnola,748,80,ty42,cb44,true,871,1731,1613141939665
wnola,748,81,rb21,ry33,false,664,2457,1613141942123
wnola,748,82,tb23,ry33,false,600,1453,1613141943577
wnola,748,83,tb32,ry33,true,631,1595,1613141945173
wnola,748,84,cr32,ry33,false,706,2226,1613141947399
wnola,748,85,cr23,sg22,false,712,1724,1613141949124
wnola,748,86,cy21,sg22,true,671,1579,1613141950704
wnola,748,87,cg13,tr11,false,842,3281,1613141953985
wnola,748,88,rr24,sg22,false,604,1630,1613141955615
wnola,748,89,rb12,tr11,true,409,1120,1613141956736
wnola,748,90,rg41,cb44,false,615,2155,1613141958891
wnola,748,91,sy14,tr11,false,784,1935,1613141960827
wnola,748,92,sb13,tr11,false,618,1733,1613141962561
wnola,748,93,sy41,ry33,false,1282,2089,1613141964651
wnola,748,94,tb23,div2,false,691,3399,1613141968051
wnola,748,95,cr23,sg22,false,641,2965,1613141971017
wnola,748,96,cy21,sg22,false,282,5146,1613141976164
wnola,748,97,ty24,sg22,false,472,1450,1613141977616
wnola,748,98,sb31,ry33,false,444,1488,1613141979104
wnola,748,99,tb32,ry33,true,429,1234,1613141980339
wnola,748,100,cr32,ry33,false,448,1234,1613141981574
wnola,748,101,sb13,tr11,true,527,1262,1613141982837
wnola,748,102,rg14,tr11,false,515,1303,1613141984141
wnola,748,103,sy14,tr11,false,376,1160,1613141985303
wnola,748,104,rb21,sg22,false,346,1086,1613141986389
wnola,748,105,sr34,ry33,false,445,1133,1613141987523
wnola,748,106,cg31,ry33,false,357,1195,1613141988719
wnola,748,107,rr42,cb44,false,641,1481,1613141990201
wnola,748,108,sr43,cb44,true,636,1611,1613141991813
wnola,748,109,tg34,ry33,false,366,1022,1613141992837
wnola,748,110,cg13,tr11,false,615,1406,1613141994243
wnola,748,111,ty42,cb44,false,623,1405,1613141995649
wnola,748,112,rg41,cb44,true,739,2329,1613141997979
wnola,748,113,rr24,sg22,false,761,2124,1613142000105
wnola,748,114,cy12,tr11,false,366,1304,1613142001409
wnola,748,115,rb12,tr11,false,415,1265,1613142002675
wnola,748,116,sy14,tr11,false,640,1441,1613142004117
wnola,748,117,sb13,tr11,true,423,1232,1613142005349
wnola,748,118,cr23,sg22,true,648,1508,1613142006857
wnola,748,119,rr24,sg22,false,597,50714,1613142057573
wnola,748,120,ty24,sg22,false,618,1437,1613142059011
wnola,748,121,sy41,cb44,false,736,1551,1613142060562
wnola,748,122,rb21,sg22,true,469,1299,1613142061863
wnola,748,123,cg13,tr11,false,616,1345,1613142063209
wnola,748,124,cr32,ry33,false,863,2850,1613142066060
wnola,748,125,sr34,ry33,false,748,1579,1613142067640
wnola,748,126,cy12,tr11,false,861,1913,1613142069554
wnola,748,127,sr43,cb44,false,605,1893,1613142071448
wnola,748,128,rb12,tr11,false,1246,2757,1613142074206
wnola,748,129,cy21,sg22,false,808,3367,1613142077574
wnola,748,130,tb23,sg22,true,832,2953,1613142080528
wnola,748,131,tb32,ry33,true,2751,4631,1613142085161
wnola,748,132,tg34,ry33,false,1316,2949,1613142088111
wnola,748,133,rg41,sg22,false,544,2375,1613142090486
wnola,748,134,tg43,sg22,true,787,2059,1613142092546
wnola,748,135,cg31,ry33,true,965,3427,1613142095974
wnola,748,136,rr42,cb44,true,1279,2513,1613142098488
wnola,748,137,rg14,sg22,false,2356,3642,1613142102131
wnola,748,138,ty42,cb44,false,1066,3660,1613142105792
wnola,748,139,cr32,ry33,true,1353,2871,1613142108664
wnola,748,140,cg13,ry33,false,597,2817,1613142111481
wnola,748,141,rr42,cb44,false,792,2902,1613142114384
wnola,748,142,tb23,sg22,true,809,1849,1613142116234
wnola,748,143,sb31,ry33,true,945,2688,1613142118924
wnola,748,144,rb12,tr11,false,885,2535,1613142121459
wnola,748,145,sy41,ry33,false,2122,3286,1613142124746
wnola,748,146,tg34,ry33,false,488,1667,1613142126414
wnola,748,147,sb13,tr11,false,544,1405,1613142127819
wnola,748,148,rr24,sg22,false,710,1631,1613142129451
wnola,748,149,cg31,ry33,false,412,1506,1613142130958
wnola,748,150,tb32,ry33,false,738,1605,1613142132564
wnola,748,151,ty42,cb44,false,542,1303,1613142133867
wnola,748,152,cy21,sg22,false,455,1478,1613142135346
wnola,748,153,rg14,tr11,true,699,1695,1613142137042
wnola,748,154,cy12,tr11,false,525,2540,1613142139583
wnola,748,155,ty24,sg22,false,592,1483,1613142141067
wnola,748,156,sr43,cb44,true,663,1553,1613142142621
wnola,748,157,rg41,cb44,false,1544,2963,1613142145585
wnola,748,158,rb21,sg22,true,764,1853,1613142147439
wnola,748,159,cr23,sg22,false,451,1993,1613142149433
wnola,748,160,sr34,ry33,false,717,1941,1613142151376
wnola,748,161,tg43,cb44,false,469,1400,1613142152777
wnola,748,162,ty42,cb44,false,406,2591,1613142155369
wnola,748,163,tb32,ry33,true,578,1299,1613142156669
wnola,748,164,rg14,tr11,false,860,1631,1613142158301
wnola,748,165,cg13,tr11,true,451,1154,1613142159457
wnola,748,166,cy21,sg22,true,731,1781,1613142161240
wnola,748,167,ty24,sg22,false,486,1354,1613142162594
wnola,748,168,cy12,tr11,false,638,1468,1613142164063
wnola,748,169,rg41,cb44,false,692,1570,1613142165633
wnola,748,170,rr42,cb44,false,631,1821,1613142167455
wnola,748,171,cg31,ry33,true,624,1627,1613142169083
wnola,748,172,tb23,sg22,false,665,1534,1613142170618
wnola,748,173,sy41,cb44,false,463,1253,1613142171873
wnola,748,174,sr34,ry33,false,679,1480,1613142173353
wnola,748,175,sy14,tr11,false,690,1461,1613142174815
wnola,748,176,sr43,cb44,true,623,1318,1613142176134
wnola,748,177,cr32,ry33,false,617,1457,1613142177591
wnola,748,178,sb13,tr11,false,683,1433,1613142179025
wnola,748,179,tg43,cb44,false,769,1571,1613142180597
wnola,748,180,rb12,tr11,false,678,1594,1613142182192
wnola,748,181,rb21,sg22,false,612,1511,1613142183703
wnola,748,182,tg34,ry33,false,674,1711,1613142185415
wnola,748,183,rr24,sg22,false,372,1230,1613142186647
wnola,748,184,sb31,ry33,false,405,1250,1613142187897
wnola,748,185,cg13,tr11,true,424,1183,1613142189081
wnola,748,186,rr42,cb44,false,569,1611,1613142190693
wnola,748,187,rb12,tr11,false,666,1497,1613142192191
wnola,748,188,tg34,ry33,false,695,1429,1613142193621
wnola,748,189,cr32,ry33,false,577,1663,1613142195286
wnola,748,190,sy41,cb44,false,607,1311,1613142196598
wnola,748,191,rg14,tr11,false,681,1692,1613142198291
wnola,748,192,sb31,ry33,false,413,1501,1613142199793
wnola,748,193,sr34,ry33,false,568,2314,1613142202109
wnola,748,194,sr43,cb44,false,359,1111,1613142203220
wnola,748,195,ty24,sg22,false,1121,1691,1613142204913
wnola,748,196,cr23,sg22,false,785,1529,1613142206442
wnola,748,197,ty42,cb44,false,687,1552,1613142207995
wnola,748,198,rb21,sg22,true,761,1543,1613142209539
wnola,748,199,sb13,tr11,false,630,1964,1613142211504
wnola,748,200,sy14,tr11,false,1095,2232,1613142213737
wnola,748,201,cy21,sg22,false,791,1828,1613142215566
wnola,748,202,tb32,ry33,false,954,1912,1613142217479
wnola,748,203,tb23,sg22,false,1254,2349,1613142219829
wnola,748,204,tg43,cb44,true,2358,3336,1613142223167
wnola,748,205,cy12,cb44,false,546,4295,1613142227463
wnola,748,206,rg41,sg22,true,616,1644,1613142229107
wnola,748,207,rr24,sg22,false,1325,3575,1613142232683
wnola,748,208,sr43,cb44,true,754,1695,1613142234379
wnola,748,209,cy12,tr11,true,1472,2517,1613142236897
wnola,748,210,cr23,cb44,false,1053,2281,1613142239178
wnola,748,211,rb21,cb44,false,670,1581,1613142240760
wnola,748,212,sb31,ry33,false,472,1405,1613142242167
wnola,748,213,tg43,cb44,false,688,1512,1613142243679
wnola,748,214,sb13,tr11,false,436,1100,1613142244780
wnola,748,215,tg34,ry33,true,635,1345,1613142246126
wnola,748,216,cr32,ry33,false,1188,2001,1613142248128
wnola,748,217,cg13,tr11,true,541,1269,1613142249399
wnola,748,218,tb23,cb44,false,1755,2763,1613142252163
wnola,748,219,rg41,ry33,true,1014,2065,1613142254228
wnola,748,220,tb32,ry33,false,1588,2601,1613142256831
wnola,748,221,cy21,sg22,false,884,1628,1613142258459
wnola,748,222,rb12,ry33,false,666,1881,1613142260341
wnola,748,223,sr34,ry33,true,726,1477,1613142261819
wnola,748,224,sy41,sg22,false,1117,2239,1613142264059
wnola,748,225,rr24,sg22,false,919,1701,1613142265760
wnola,748,226,ty24,sg22,true,640,1403,1613142267164
wnola,748,227,cg31,ry33,true,726,1541,1613142268707
wnola,748,228,rr42,ry33,false,1710,2897,1613142271604
wnola,748,229,rg14,tr11,true,734,1586,1613142273191
wnola,748,230,ty42,cb44,false,914,1963,1613142275155
wnola,748,231,rg41,cb44,false,608,1459,1613142276616
wnola,748,232,tb32,ry33,false,643,1467,1613142278083
wnola,748,233,cr23,sg22,false,1138,1981,1613142280065
wnola,748,234,rb12,cb44,false,969,1811,1613142281877
wnola,748,235,ty24,sg22,false,625,1389,1613142283267
wnola,748,236,cr32,ry33,false,409,1199,1613142284466
wnola,748,237,sr34,ry33,false,143,883,1613142285351
wnola,748,238,sb13,tr11,false,680,1453,1613142286805
wnola,748,239,ty42,cb44,false,706,1525,1613142288330
wnola,748,240,cg13,tr11,false,980,1873,1613142290205
wnola,748,241,rb21,sg22,false,840,1560,1613142291765
wnola,748,242,cy21,sg22,true,340,1064,1613142292831
wnola,748,243,rr24,div2,false,372,2155,1613142294986
wnola,748,244,tg43,cb44,true,755,1575,1613142296563
wnola,748,245,rg14,ry33,false,1460,2240,1613142298803
wnola,748,246,sy14,sg22,true,558,1445,1613142300249
wnola,748,247,rr42,cb44,false,748,1659,1613142301909
wnola,748,248,cy12,tr11,false,450,1481,1613142303391
wnola,748,249,tg34,ry33,false,582,1381,1613142304774
wnola,748,250,sb31,ry33,false,881,2115,1613142306889
wnola,748,251,sr43,sg22,false,498,1299,1613142308189
wnola,748,252,sy41,sg22,false,475,1277,1613142309467
wnola,748,253,cg31,ry33,false,558,1514,1613142310982
wnola,748,254,sr43,sg22,true,550,1389,1613142312372
wnola,748,255,cg13,tr11,false,652,1639,1613142314012
wnola,748,256,cy21,sg22,false,316,1210,1613142315223
wnola,748,257,tg34,ry33,false,2007,2823,1613142318047
wnola,748,258,ty24,sg22,true,546,1305,1613142319353
wnola,748,259,sr34,ry33,true,834,1676,1613142321030
wnola,748,260,cy12,tr11,false,466,1524,1613142322555
wnola,748,261,ty42,cb44,false,1222,2040,1613142324596
wnola,748,262,cr23,cb44,false,1276,2374,1613142326971
wnola,748,263,rr42,ry33,true,533,1252,1613142328224
wnola,748,264,tb32,ry33,false,1144,2027,1613142330252
wnola,748,265,sb31,sg22,false,374,1445,1613142331698
wnola,748,266,rb12,tr11,false,366,1175,1613142332874
wnola,748,267,rb21,ry33,true,605,1504,1613142334379
wnola,748,268,cg31,cb44,true,617,1529,1613142335909
wnola,748,269,sb13,sg22,false,428,1107,1613142337016
wnola,748,270,rr24,sg22,true,692,1416,1613142338433
wnola,748,271,tg43,cb44,false,663,1536,1613142339970
wnola,748,272,tb23,sg22,false,880,1866,1613142341837
wnola,748,273,rg14,ry33,false,791,1997,1613142343835
wnola,748,274,sy14,sg22,true,660,1465,1613142345302
wnola,748,275,rg41,ry33,true,399,1221,1613142346523
wnola,748,276,cr32,cb44,true,604,1439,1613142347963
wnola,748,277,tb23,sg22,false,567,1282,1613142349246
wnola,748,278,cr32,cb44,false,2613,3990,1613142353237
wnola,748,279,sb31,sg22,false,431,1202,1613142354440
wnola,748,280,cy21,cb44,true,839,1540,1613142355981
wnola,748,281,rr42,ry33,false,573,1436,1613142357418
wnola,748,282,sr34,sg22,true,445,1199,1613142358618
wnola,748,283,cr23,cb44,false,1694,2517,1613142361136
wnola,748,284,tg43,cb44,true,1636,2557,1613142363694
wnola,748,285,rb21,sg22,false,366,1797,1613142365492
wnola,748,286,rr24,ry33,false,802,2415,1613142367908
wnola,748,287,cg31,cb44,false,532,1413,1613142369322
wnola,748,288,rb12,ry33,false,720,1487,1613142370810
wnola,748,289,sy41,sg22,false,792,1438,1613142372249
wnola,748,290,sr43,sg22,true,339,996,1613142373246
wnola,748,291,ty24,sg22,false,1096,2406,1613142375653
wnola,748,292,ty42,cb44,true,1393,2112,1613142377766
