session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First language,First Language,Nationality,Sex,Student Status
5f91737c93f074069fc1bda8,5f90b5d4ca25421c26475e54,APPROVED,2020-10-22 11:56:47.441000,2020-10-22 12:00:40.375000,232.934,22,1,0,100,2020-10-29 17:53:59.241000,NOCODE,United Kingdom,,Unemployed (and job seeking),English,,United Kingdom,Male,Yes
5f9173c55d1edd05ac239fab,5aec6539d9171d00015b79ea,APPROVED,2020-10-22 11:57:59.594000,2020-10-22 12:01:15.819000,196.225,44,101,0,100,2020-10-29 17:49:37.212000,NOCODE,United Kingdom,United Kingdom,Unemployed (and job seeking),,English,United Kingdom,Female,No
5f9173fff4af0a06f5130147,5e677bbfdc6af10170344873,APPROVED,2020-10-22 11:58:55.199000,2020-10-22 12:06:23.617000,448.418,21,165,0,100,2020-10-29 17:51:54.575000,NOCODE,United Kingdom,United Kingdom,Other,English,English,United Kingdom,Male,Yes
5f917409d34edb06ae0d5fb5,5f7c830394b2e90ad26d55e4,APPROVED,2020-10-22 11:59:12.317000,2020-10-22 12:29:37.624000,1825.307,22,1,0,100,2020-10-29 17:53:47.330000,NOCODE,Bulgaria,South Africa,Other,English,DATA EXPIRED,Zimbabwe,Female,Yes
5f917427aae7f50652aba4f9,5e4442e9401a0e000bbf2b04,APPROVED,2020-10-22 11:59:38.842000,2020-10-22 12:04:23.934000,285.092,37,151,1,100,2020-10-29 17:51:47.422000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No
5f917495d45ce0060779d16c,5b9f891552b01e00010c0213,APPROVED,2020-10-22 12:01:29.647000,2020-10-22 12:09:43.146000,493.499,42,430,2,100,2020-10-29 17:49:44.165000,5E5B3080,United Kingdom,United Kingdom,Other,English,English,United Kingdom,Male,No
5f91749a50ba8806c782b9e4,5eb9d60bcd9c0e0fec1757d5,APPROVED,2020-10-22 12:01:35.461000,2020-10-22 12:06:21.316000,285.855,49,212,2,100,2020-10-29 17:52:12.417000,NOCODE,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,English,United Kingdom,Female,No
5f9174ac7454b3071107bfba,5aa1868a6219a30001f56dbe,APPROVED,2020-10-22 12:01:48.156000,2020-10-22 12:08:55.153000,426.997,25,208,0,100,2020-10-29 17:49:19.394000,NOCODE,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No
5f9174af501120069e465287,5ecab4cdb9ee89615d32a46f,APPROVED,2020-10-22 12:01:51.041000,2020-10-22 12:04:25.439000,154.398,19,63,1,100,2020-10-29 17:52:33.132000,NOCODE,United Kingdom,United Kingdom,Unemployed (and job seeking),,English,United Kingdom,Male,Yes
5f9174baa0599a06b98265f2,59f06a9577860e000151379e,RETURNED,2020-10-22 12:02:07.712000,,16162463.545117,34,171,4,96,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f9174ccf1654507228a049c,5cf925cae1d3f90001e9ea2c,RETURNED,2020-10-22 12:02:20.198000,,16162451.059224,64,394,2,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f9174d2d11c0907590231e1,5f910744e1d123222d97d1c9,APPROVED,2020-10-22 12:02:31.182000,2020-10-29 17:54:19.773000,625908.591,34,99,1,100,2020-10-29 17:54:22.091000,Manual Completion,United States,United States,Full-Time,English,DATA EXPIRED,United States,Male,Yes
5f9174dd6ca64207549543d2,5eeb8a086580b8325095e4c2,APPROVED,2020-10-22 12:02:42.261000,2020-10-22 12:06:23.860000,221.599,20,158,0,100,2020-10-29 17:52:46.238000,NOCODE,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,English,United Kingdom,Female,Yes
5f9174e24bf5cc06af1f9b2e,5eba357c3d72c116be317542,APPROVED,2020-10-22 12:02:42.444000,2020-10-22 12:17:59.753000,917.309,37,549,1,100,2020-10-29 17:52:20.519000,NOCODE,United States,United States,Part-Time,English,English,United States,Male,No
5f9174ea1246fa06eeeddd68,5d1a3d6cdca34a0001fb8917,APPROVED,2020-10-22 12:02:50.788000,2020-10-22 12:11:58.760000,547.972,36,123,0,100,2020-10-29 17:51:05.935000,NOCODE,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,English,United Kingdom,Female,No
5f917505db19b106bedb6900,5bd6395029363700019b184b,APPROVED,2020-10-22 12:03:23.025000,2020-10-22 12:07:48.486000,265.461,22,95,3,98,2020-10-29 17:50:00.773000,NOCODE,United Kingdom,United Kingdom,Unemployed (and job seeking),,English,United Kingdom,Female,Yes
5f917510bd862c06a4f29f04,5ad92773a77e0e0001c440eb,REJECTED,2020-10-22 12:03:30.282000,2020-10-22 12:15:14.075000,703.793,37,255,4,98,2020-10-30 09:55:06.160000,NOCODE,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Female,No
5f917529c4534c0680eae37e,5745ef705bef98000fadc462,APPROVED,2020-10-22 12:04:03.074000,2020-10-22 12:14:41.066000,637.992,66,729,5,99,2020-10-29 17:49:05.238000,5E5B3080,United Kingdom,United Kingdom,Other,English,English,United Kingdom,Female,No
5f91755b4461e205b6120d9f,5ce475232210eb00018706b3,RETURNED,2020-10-22 12:04:46.444000,,16162304.901248,43,327,4,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f917568b5480f0745b4d268,5f536acdcc049d6780c07580,APPROVED,2020-10-22 12:06:50.830000,2020-10-22 12:12:32.938000,342.108,19,74,0,100,2020-10-29 17:53:19.010000,NOCODE,United Kingdom,United Kingdom,Unemployed (and job seeking),English,DATA EXPIRED,United Kingdom,Prefer not to say,Yes
5f91759eb5480f06f385abbf,5f632c08d6e28a3c37caf9a5,APPROVED,2020-10-22 12:05:55.085000,2020-10-22 12:09:03.611000,188.526,21,57,0,100,2020-10-29 17:53:23.906000,NOCODE,United Kingdom,United Kingdom,Part-Time,English,DATA EXPIRED,United Kingdom,Male,Yes
5f9175a39c82db060aacc063,5ecc435f67903641cf1a86a2,APPROVED,2020-10-22 12:05:55.934000,2020-10-22 12:26:39.270000,1243.336,36,197,5,98,2020-10-29 17:52:37.989000,NOCODE,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No
5f9175a9ccd87206a95a925a,5f75e4a210407f2a67a949c6,APPROVED,2020-10-22 12:06:14.150000,2020-10-22 12:12:58.606000,404.456,34,57,0,100,2020-10-29 17:53:33.823000,NOCODE,South Africa,South Africa,Other,English,DATA EXPIRED,South Africa,Female,No
5f9175b3ad35c007175592ef,5f843fb35d807105491b7b29,RETURNED,2020-10-22 12:06:11.733000,,16162219.656887,20,4,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f9175edb9db9f0706d7ade4,5f4629dcf91d7325d70dcffe,TIMED-OUT,2020-10-22 12:07:12.803000,,16162158.586958,54,125,1,100,,,United Kingdom,United Kingdom,Part-Time,English,DATA EXPIRED,United Kingdom,Female,No
5f9175f44b5d9c06512e411b,5e81b9901175eb00093f2f06,REJECTED,2020-10-22 12:07:20.979000,2020-10-22 12:14:39.499000,438.52,35,44,2,96,2020-10-30 09:57:45.719000,NOCODE,United Kingdom,United Kingdom,Full-Time,,English,United Kingdom,Female,No
5f9175f59c82db060aacc065,5f8038676704f2020712a531,APPROVED,2020-10-22 12:07:21.008000,2020-10-22 12:18:31.505000,670.497,31,12,0,100,2020-10-29 17:53:54.611000,NOCODE,Canada,,Unemployed (and job seeking),English,,Canada,Male,Yes
5f9176173455ee06aeab3fde,56c81007ba8e37000d7b211e,REJECTED,2020-10-22 12:07:53.994000,2020-10-22 12:08:54.830000,60.836,46,634,20,95,2020-10-30 09:59:03.921000,NOCODE,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No
5f917624b5615706f41321fe,5cd574311babcf0001a0b4e3,APPROVED,2020-10-22 12:08:07.626000,2020-10-22 12:11:41.483000,213.857,20,118,0,100,2020-10-29 17:50:39.443000,NOCODE,United Kingdom,United Kingdom,Unemployed (and job seeking),English,English,United Kingdom,Female,No
5f917625a2b033060307890f,5d0d4f6fcab1b50001e97333,APPROVED,2020-10-22 12:08:08.653000,2020-10-22 12:12:02.044000,233.391,22,173,0,100,2020-10-29 17:50:44.719000,NOCODE,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,English,United Kingdom,Female,No
5f917629ab93f805b2956f1a,5e303ee25bfa4303eef8d0e0,TIMED-OUT,2020-10-22 12:08:10.992000,,16162100.448044,23,156,2,100,,,United Kingdom,United Kingdom,Due to start a new job within the next month,English,English,United Kingdom,Female,No
5f91763a6b835506f8bd0359,5bc89d8e4a5244000195ecdf,RETURNED,2020-10-22 12:08:29.359000,,16162082.088754,47,175,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f917641657ea506b0ed3f3a,5a05de1538ed430001be7432,REJECTED,2020-10-22 12:09:14.915000,2020-10-22 12:28:32.824000,1157.909,45,79,2,97,2020-10-30 10:02:28.204000,NOCODE,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",,English,United Kingdom,Female,No
5f91764a2174ac065ce4feef,5f02414a4e80ca0de3d3cbbf,APPROVED,2020-10-22 12:08:51.905000,2020-10-22 12:12:01.253000,189.348,25,240,1,100,2020-10-29 17:52:54.133000,NOCODE,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No
5f917664a2b03306ad5b4c1c,56addda15ea7aa000bbdfbd1,APPROVED,2020-10-22 12:09:12.741000,2020-10-22 12:21:48.384000,755.643,42,586,6,99,2020-10-29 17:48:59.145000,NOCODE,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No
5f917667e647ef06f96b8c1b,5f3ad1066e42ae76ba87cb2d,TIMED-OUT,2020-10-22 12:09:19.142000,,16162032.32936,28,101,1,100,,,United Kingdom,United Kingdom,Other,English,DATA EXPIRED,United Kingdom,Female,No
5f9176750c0b23070162cac6,5f58e9d1b6149f0a63952acc,APPROVED,2020-10-22 12:11:06.632000,2020-10-22 12:14:35.787000,209.155,21,68,0,100,2020-10-30 10:09:03.166000,NOCODE,United Kingdom,United Kingdom,Other,English,DATA EXPIRED,United Kingdom,Male,Yes
5f917676d112bb070b29212d,5f7f18c93621380452790715,RETURNED,2020-10-22 12:09:30.619000,,16162020.867306,39,97,6,92,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f91767bbdde5106f7ccf0d3,5f5db1865bbf4b6102749d0a,APPROVED,2020-10-22 12:11:53.395000,2020-10-22 12:22:00.902000,607.507,30,53,4,93,2020-10-30 10:09:39.424000,5E5B3080,Australia,Australia,Full-Time,English,DATA EXPIRED,Australia,Male,No
5f917680d47abe070f8fa815,5cbe1b872edc3b00158aaf12,APPROVED,2020-10-22 12:13:46.850000,2020-10-22 12:19:32.092000,345.242,26,239,0,100,2020-10-30 10:09:55.012000,NOCODE,Canada,Canada,Full-Time,,English,Canada,Male,Yes
5f917686ba3df706a900487a,5cacaacca3ba4c001675e4ad,APPROVED,2020-10-22 12:09:47.283000,2020-10-22 12:14:50.908000,303.625,27,60,0,100,2020-10-29 17:50:29.907000,NOCODE,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No
5f91768a82294406fb82e3ca,5f79b85df6444f5bcfbd8c1a,APPROVED,2020-10-22 12:09:57.276000,2020-10-22 12:24:45.488000,888.212,28,263,1,100,2020-10-29 17:53:39.333000,5E5B3080,United States,United States,Full-Time,English,DATA EXPIRED,United States,Female,No
5f91768d770c020653cf2e5f,5e3d27a2e6e96910f09f3aa8,APPROVED,2020-10-22 12:09:50.850000,2020-10-22 12:15:58.924000,368.074,29,266,2,100,2020-10-29 17:51:32.603000,NOCODE,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No
5f91768fbdde5107496d7327,5f1478321de6634e0a24282b,RETURNED,2020-10-22 12:09:51.903000,,16161999.625745,18,23,1,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f91769515db4406c1b06772,5c1caf00867f660001ac681d,APPROVED,2020-10-22 12:10:03.313000,2020-10-22 12:26:13.599000,970.286,37,234,0,100,2020-10-29 17:50:11.129000,5E5B3080,United Kingdom,Australia,Unemployed (and job seeking),,English,United Kingdom,Female,No
5f91769928a37a06fd28eab4,5f0d78c42fd99c00088e0754,APPROVED,2020-10-22 12:10:03.275000,2020-10-22 12:16:54.592000,411.317,22,72,1,100,2020-10-29 17:53:01.143000,NOCODE,Nepal,United Kingdom,Unemployed (and job seeking),English,English,United Kingdom,Female,No
5f91769be3a6a306a3133787,5f6dfe80423f152bb7a96a6f,RETURNED,2020-10-22 12:10:07.113000,,16161984.445358,21,64,2,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f91769da0599a06b98265f9,5cfbf333ac28dd00196e807b,APPROVED,2020-10-22 12:14:39.262000,2020-10-22 12:22:53.473000,494.211,48,481,0,100,2020-10-30 10:10:50.535000,NO CODE,United Kingdom,United Kingdom,Unemployed (and job seeking),English,English,United Kingdom,Female,No
5f91769ee3a6a304ff048621,5a51eed0f6c5170001947dfd,REJECTED,2020-10-22 12:10:09.922000,2020-10-22 12:13:34.023000,204.101,38,344,6,97,2020-10-30 10:12:29.776000,NOCODE,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Female,Yes
5f9176a2ba3df70756218918,5e370d1c6ec1ac6994fe4bc9,APPROVED,2020-10-22 12:10:12.805000,2020-10-22 12:14:09.450000,236.645,21,160,3,98,2020-10-29 17:51:10.818000,NOCODE,United Kingdom,United Kingdom,Other,English,English,United Kingdom,Female,Yes
5f9176a92946fa0746f8f647,5c2bb9cc8c35040001a59dde,APPROVED,2020-10-22 12:10:19.728000,2020-10-22 12:13:38.532000,198.804,37,223,1,100,2020-10-29 17:50:15.173000,nocode,United Kingdom,United Kingdom,Full-Time,,English,United Kingdom,Female,No
5f9176b5acfd3206a184bfef,5c93798c830b0b000163ce59,APPROVED,2020-10-22 12:10:29.846000,2020-10-22 12:15:24.482000,294.636,22,95,1,100,2020-10-30 10:13:21.832000,5E5B3080,Australia,Australia,Part-Time,,English,Australia,Male,Yes
5f91770abd862c06f7fa8ec0,5ec2d656c999700e29f63932,APPROVED,2020-10-22 12:11:57.860000,2020-10-22 12:18:42.435000,404.575,31,242,0,100,2020-10-30 10:13:47.549000,NOCODE,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Female,No
5f91772d7d7e5506fa8fecb3,5c62af7d23142b000132f411,RETURNED,2020-10-22 12:12:32.583000,,16161839.028622,73,329,4,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f9177315ef6fd06927ae742,5ebcd014cbe7841069fd656c,RETURNED,2020-10-22 12:22:33.532000,,16161238.079688,19,124,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5f91774b5229f9069d0cb14d,5f3466e39bf00338f776714b,APPROVED,2020-10-22 12:16:47.541000,2020-10-22 12:26:46.546000,599.005,40,166,1,100,2020-10-30 10:14:28.133000,5E5B3080,Nigeria,Spain,Unemployed (and job seeking),English,DATA EXPIRED,Nigeria,Female,No
5f91775b8d532706e61124a3,5f5c7ec3a4d19c4617290ba2,APPROVED,2020-10-22 12:13:32.275000,2020-10-22 12:22:41.387000,549.112,21,10,2,90,2020-10-30 10:14:48.193000,NOCODE,South Africa,South Africa,Other,English,,South Africa,Female,Yes
5f9177e35c1a8106992b7021,5ecd5388fef6f20969f2cd6b,APPROVED,2020-10-22 12:15:34.898000,2020-10-22 12:18:28.027000,173.129,23,184,1,100,2020-10-30 10:15:04.623000,NOCODE,United States,United States,Full-Time,English,English,Portugal,Female,No
5f9179675229f90742b598a0,5e70fefda35482000b5919d4,APPROVED,2020-10-22 12:22:05.750000,2020-10-22 12:25:54.288000,228.538,19,162,1,100,2020-10-30 10:15:26.012000,NOCODE,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,English,United Kingdom,Female,Yes
5f917ee31dbd9b07ecb0f8a8,5e5137be2f1d9c163f82331d,APPROVED,2020-10-22 12:45:28.202000,2020-10-22 12:50:31.979000,303.777,53,293,0,100,2020-10-30 10:15:43.819000,NOCODE,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Female,No
5f91800f8bf0d607ed2dda9c,5f202e2fa3b75d094943fc31,APPROVED,2020-10-22 12:50:25.786000,2020-10-22 12:54:37.221000,251.435,34,81,0,100,2020-10-30 10:15:59.911000,NOCODE,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Female,No
5f9182601d26e908b2d77b9d,5b87e13126d98700015ed667,APPROVED,2020-10-22 13:00:20.106000,2020-10-22 13:03:44.429000,204.323,53,478,7,97,2020-10-30 10:16:10.074000,NOCODE,Canada,Canada,Full-Time,English,English,Canada,Female,No
5f9182610d422907f1941562,5ca35f23219293001653e971,APPROVED,2020-10-22 13:00:20.731000,2020-10-22 13:06:03.404000,342.673,55,486,6,98,2020-10-30 10:16:25.730000,5E5B3080,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Female,No
5fa3c91ca669c301aa71a548,5e67dc8e61181f082015b19e,APPROVED,2020-11-05 09:43:18.910000,2020-11-05 10:00:59.458000,1060.548,33,249,3,100,2020-11-25 12:42:51.397000,NOCODE,United Kingdom,United Kingdom,Part-Time,,English,United Kingdom,Female,No
5fa3c91e16eefa01aa1a6c32,5e130b3f54e2f09436f73393,APPROVED,2020-11-05 09:44:05.560000,2020-11-05 09:56:43.576000,758.016,39,551,3,100,2020-11-25 11:55:08.516000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No
5fa3c91ef866ad01b4796d5c,5f4966420471864c5533666f,APPROVED,2020-11-05 09:42:54.798000,2020-11-05 09:58:23.868000,929.07,19,259,0,100,2020-11-25 11:40:54.729000,5E5B3080,United States,United States,Unemployed (and job seeking),English,DATA EXPIRED,United States,Male,No
5fa3c92140f08d0171e56614,5f12178ab3ab9d046595ce66,APPROVED,2020-11-05 09:42:57.753000,2020-11-05 10:01:37.580000,1119.827,19,192,3,99,2020-11-25 11:40:58.824000,5E5B3080,Bangladesh,United Kingdom,Unemployed (and job seeking),English,English,United Kingdom,Female,Yes
5fa3c9247cd55b01ad157723,5e78b34fd701da4380dcc4c8,APPROVED,2020-11-05 09:43:11.181000,2020-11-05 10:04:44.696000,1293.515,29,196,0,100,2020-11-25 11:41:02.844000,5E5B3080,United Kingdom,United Kingdom,Full-Time,,English,United Kingdom,Female,No
5faa5782b9a9b33473961e41,5eb50e5315a3c137f40cbad3,APPROVED,2020-11-10 09:04:05.566000,2020-11-10 09:15:20.405000,674.839,63,344,0,100,2020-11-25 11:41:06.905000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No
5faa5785446dd63474259051,5ec2c25677e7ea0c69b51567,APPROVED,2020-11-10 09:06:33.711000,2020-11-10 09:10:15.129000,221.418,33,395,1,100,2020-11-25 11:41:10.569000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No
5faa5787cb981534871665e4,5f4379bc981d775bd6d39fe7,RETURNED,2020-11-10 09:04:07.405000,,14531544.365274,,41,3,94,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5faa578901e56a32e547f01c,5ef464392e23e1000bd397d7,RETURNED,2020-11-10 09:04:09.600000,,14531542.192356,35,149,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5faa5789c43a66347a6b64fa,595b93cde11c9d0001522564,APPROVED,2020-11-10 09:04:08.964000,2020-11-10 09:11:17.276000,428.312,41,1044,12,98,2020-11-25 11:41:15.090000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No
5faa578a222251340a4b5092,5bc08c345e8a950001892156,APPROVED,2020-11-10 09:04:24.968000,2020-11-10 09:07:49.252000,204.284,52,888,0,100,2020-11-25 11:41:22.111000,5E5B3080,United Kingdom,United Kingdom,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,English,United Kingdom,Male,No
5faa578a24d2073307a5448b,5f2cf802f44a7e2328fe7652,APPROVED,2020-11-10 09:07:32.761000,2020-11-10 09:26:02.543000,1109.782,31,168,2,99,2020-11-25 11:41:29.225000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Female,No
5faa578aa30f003541b4a2e5,5f34279fcda0002d9e093c09,APPROVED,2020-11-10 09:04:17.063000,2020-11-10 09:23:14.407000,1137.344,60,163,1,100,2020-11-25 11:41:34.716000,5E5B3080,United Kingdom,United Kingdom,Part-Time,English,DATA EXPIRED,United Kingdom,Female,No
5faa578b84fad6341158143c,5ac77fbffa3b4e0001738741,APPROVED,2020-11-10 09:04:18.158000,2020-11-10 09:10:50.169000,392.011,38,258,3,100,2020-11-25 11:41:38.867000,5E5B3080,United Kingdom,United Kingdom,Full-Time,,English,United Kingdom,Female,No
5faa578c083e9f3535bb3ef9,5cd2fa354cf69b0017a9b2f7,APPROVED,2020-11-10 09:04:12.127000,2020-11-10 09:08:19.959000,247.832,21,393,5,98,2020-11-25 11:41:44.613000,5E5B3080,United States,United Kingdom,Full-Time,English,English,United Kingdom,Male,No
5faa578c7013c13222b2a7aa,5de03b0f5feb6e0b73b827c3,APPROVED,2020-11-10 09:04:12.754000,2020-11-10 09:15:47.523000,694.769,32,486,3,100,2020-11-25 11:41:51.362000,5E5B3080,Singapore,United Kingdom,Full-Time,English,English,Singapore,Female,No
5faa578db64c4d33b0c62835,5f76815708d0b1116c346f67,APPROVED,2020-11-10 09:04:13.536000,2020-11-10 09:10:02.087000,348.551,32,80,0,100,2020-11-25 11:41:57.141000,5E5B3080,New Zealand,New Zealand,Part-Time,English,DATA EXPIRED,New Zealand,Female,Yes
5faa578ecfe3fe3473ff6e5c,5d65b0b972960400180a07d5,APPROVED,2020-11-10 09:06:38.660000,2020-11-10 09:09:27.460000,168.8,34,223,0,100,2020-11-25 11:42:02.403000,5E5B3080,Guernsey,United Kingdom,Full-Time,English,English,United Kingdom,Female,No
5faa578f24d2073307a5448c,5f806747ce193e06c30e6b2e,RETURNED,2020-11-10 09:04:15.682000,,14531536.239131,30,24,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5faa579009d426331356ce6a,5d89fa922e2fd200012b81bc,APPROVED,2020-11-10 09:04:16.118000,2020-11-10 09:29:39.212000,1523.094,36,330,0,100,2020-11-25 11:42:07.494000,5E5B3080,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Female,No
5faa57907c9ded33f3426b58,56a87cf67f05cb000cd03873,APPROVED,2020-11-10 09:04:16.515000,2020-11-10 09:13:00.532000,524.017,47,821,2,100,2020-11-25 12:44:13.829000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No
5faa57917de63934d4b6472c,5c1bfab51ba5780001a66a44,APPROVED,2020-11-10 09:04:24.439000,2020-11-10 09:21:51.429000,1046.99,60,577,1,100,2020-11-25 11:42:12.203000,5E5B3080,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Female,No
5faa579272776f347c5abf5e,5c7e14531c3cf8001638b5b0,RETURNED,2020-11-10 09:15:00.040000,,14530891.926717,25,274,4,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5faa5792dc2fbd34805987a7,5f2c44a7ad8a630dd752f596,APPROVED,2020-11-10 09:04:28.611000,2020-11-10 09:25:50.163000,1281.552,23,113,0,100,2020-11-25 11:57:04.577000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,DATA EXPIRED,United Kingdom,Female,No
5faa5792ebb0bd340356e951,5f0bb0a18bf36931d16e58cc,APPROVED,2020-11-10 09:04:29.699000,2020-11-10 09:09:45.114000,315.415,28,141,0,100,2020-11-25 11:42:17.749000,NOCODE,United Kingdom,United Kingdom,Full-Time,,English,United Kingdom,Female,No
5faa5793e2b35a3484c83139,5e961265ca5bc6085896442d,RETURNED,2020-11-10 09:15:00.040000,,14530891.945913,22,232,3,99,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5faa57948d4d6c34a37c0687,5616b4825c62cf0005822d40,APPROVED,2020-11-10 09:04:25.214000,2020-11-10 09:09:10.177000,284.963,36,258,7,97,2020-11-25 11:42:21.973000,5E5B3080,United Kingdom,United Kingdom,Part-Time,,English,United Kingdom,Female,No
5faa57954f950e352df94c55,543e85adfdf99b7356902e90,APPROVED,2020-11-10 09:04:31.441000,2020-11-10 09:09:24.287000,292.846,48,2095,2,100,2020-11-25 11:42:27.531000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No
5faa579a557a0b3488c261ba,5f46933fde27c701e978e392,REJECTED,2020-11-10 09:04:32.694000,2020-11-10 09:27:13.552000,1360.858,22,145,3,97,2020-11-25 11:57:58.075000,5E5B3080,United States,Portugal,Other,English,DATA EXPIRED,United States,Male,Yes
5faa579a76e38133bbdd81c9,5de312201efe513486ed5569,APPROVED,2020-11-10 09:04:26.567000,2020-11-10 09:07:19.704000,173.137,32,430,0,100,2020-11-25 11:42:40.070000,5E5B3080,United Kingdom,United Kingdom,Full-Time,English,English,United Kingdom,Male,No
5faa579b1c6cce34265699b6,5d5e6900012a5c001944fb0c,APPROVED,2020-11-10 09:05:10.254000,2020-11-10 09:08:00.961000,170.707,23,572,1,100,2020-11-25 11:42:45.753000,5E5B3080,United Kingdom,United Kingdom,Part-Time,English,English,United Kingdom,Female,No
5faa57a124095534e3bf51f5,5efa06a7540ce97e3ed866f8,APPROVED,2020-11-10 09:08:30.718000,2020-11-10 09:20:15.630000,704.912,23,142,0,100,2020-11-25 11:42:51.886000,5E5B3080,Poland,Poland,Part-Time,English,Polish,Poland,Female,Yes
