null,null,1,cy21,ry33,false,664,7389,1600378525443
null,null,2,tg34,tr11,false,643,3309,1600378528755
null,null,3,rr24,tr11,false,647,2151,1600378530906
null,null,4,ty42,cb44,false,726,2861,1600378533768
null,null,5,tb32,sg22,true,1148,3187,1600378536956
null,null,6,cg13,ry33,true,636,1854,1600378538811
null,null,7,rg14,cb44,true,486,3031,1600378541843
null,null,8,sb13,ry33,true,487,1367,1600378543212
null,null,9,cr23,ry33,true,556,1286,1600378544498
null,null,10,sr43,ry33,true,545,1205,1600378545703
null,null,11,tb23,ry33,true,450,1154,1600378546857
null,null,12,sy14,cb44,true,969,1752,1600378548610
null,null,13,rg41,tr11,true,670,1366,1600378549977
null,null,14,rr42,sg22,true,383,1102,1600378551079
null,null,15,cr32,sg22,true,468,1212,1600378552292
null,null,16,cg31,tr11,true,497,1346,1600378553638
null,null,17,ty24,cb44,true,607,1241,1600378554880
null,null,18,sb31,tr11,true,348,989,1600378555870
null,null,19,sy41,tr11,true,266,953,1600378556824
null,null,20,rb21,sg22,false,400,1013,1600378557838
null,null,21,tg43,ry33,true,1001,2017,1600378559856
null,null,22,rb12,sg22,true,401,1182,1600378561039
null,null,23,cy12,sg22,true,437,1138,1600378562179
null,null,24,cg31,tr11,true,606,1182,1600378563361
null,null,25,ty42,cb44,false,583,1196,1600378564558
null,null,26,rg41,cb44,false,550,1146,1600378565705
null,null,27,rb12,tr11,false,429,1027,1600378566733
null,null,28,tb32,ry33,false,545,1249,1600378567983
null,null,29,cr32,ry33,false,646,1300,1600378569284
null,null,30,cy12,sg22,true,531,1485,1600378570771
null,null,31,cy21,tr11,true,400,1168,1600378571939
null,null,32,cr23,ry33,true,685,1633,1600378573572
null,null,33,sy41,tr11,true,381,961,1600378574534
null,null,34,rg14,cb44,true,867,1485,1600378576020
null,null,35,sy14,cb44,true,374,1057,1600378577078
null,null,36,rr24,cb44,true,528,1138,1600378578216
null,null,37,sr34,cb44,true,295,954,1600378579170
null,null,38,cg13,ry33,true,658,1441,1600378580611
null,null,39,rb21,tr11,true,434,7807,1600378588419
null,null,40,rr42,sg22,true,923,1655,1600378590075
null,null,41,ty24,cb44,true,363,1123,1600378591198
null,null,42,tg43,ry33,true,429,1138,1600378592337
null,null,43,tg34,cb44,true,532,1078,1600378593416
null,null,44,sr43,ry33,true,285,835,1600378594252
null,null,45,sb13,ry33,true,388,1019,1600378595272
null,null,46,tb23,ry33,true,331,909,1600378596181
null,null,47,ty24,cb44,true,400,938,1600378597120
